run,world,policy,seed,step,current_mean_clause,current_spread_clause,current_mass_clause,current_collapse_clause,future_collapse_step,first_collapse_clause_triggered,shield_abstract_state,shield_c,shield_a,shield_label,mean_welfare,failed_zone_count,total_mass,min_zone_welfare,resource_hhi,capture_index,containment_active_count,containment_timer_max,containment_timer_sum,containment_events_this_step,delayed_obs_step,delayed_obs_mean_welfare,delayed_obs_min_welfare,delayed_obs_failed_zone_count,obs_last_aid_max,obs_last_aid_mean,obs_response_to_aid_min,obs_response_to_aid_mean,obs_neighbor_delta_min,obs_neighbor_delta_mean,obs_resource_concentration_max,obs_resource_concentration_mean,bad_consequence_count,allocation_max,allocation_min,allocation_gini,steps_to_future_collapse,assigned_witness_class,minimal_missing_information_candidate,eligible_layer_from_BA4_1,candidate_kind,confidence,reason
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,9,0,0,0,none,28,spread,"(5,7)",5,7,SAFE,0.87327471,0,321.23262538,0.67861426,0.11956073,0.37636604,0,0,0,0,6,0.85190127,0.63803812,0,1.04709722,0.66666667,0.00968055,0.05466167,-8.466e-05,0.03946328,0.66418467,0.51498575,1,0.15058716,0.05367611,0.15542262,19,policy_visible_concentration_blind,Obs.resource_concentration > 0.62,conditional L2/L3,variable_threshold,medium,"Delayed policy-visible resource concentration crosses the bad-consequence threshold, distinct from reporting HHI."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,10,0,0,0,none,28,spread,"(5,8)",5,8,SAFE,0.87219093,0,333.61334289,0.68965945,0.12013946,0.38013096,0,0,0,0,7,0.8644969,0.65270619,0,0.99737449,0.66666667,0.01028861,0.05110536,-0.0001552,0.02799968,0.65772599,0.50437923,1,0.14423385,0.05419926,0.14730774,18,policy_visible_concentration_blind,Obs.resource_concentration > 0.62,conditional L2/L3,variable_threshold,medium,"Delayed policy-visible resource concentration crosses the bad-consequence threshold, distinct from reporting HHI."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,11,0,0,0,none,28,spread,"(5,8)",5,8,SAFE,0.86866643,0,346.94076645,0.69944753,0.12075437,0.38434844,0,0,0,0,8,0.87096918,0.66623031,0,0.95162778,0.66666667,0.0107494,0.04722316,-0.00553974,0.01560407,0.59345832,0.48747792,0,0.13810146,0.0542545,0.13813831,17,forward_dynamics_blind,bounded future reachability / time-to-collapse,L4 plus conditional L1 temporal,temporal,high,Current concrete state is not collapsed; false-safe status comes from later concrete collapse under future dynamics.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,12,0,0,0,none,28,spread,"(5,8)",5,8,SAFE,0.86285313,0,361.12446611,0.70764192,0.12142571,0.38886344,0,0,0,0,9,0.87327471,0.67861426,0,0.90352294,0.66666667,0.01128844,0.04552666,-0.00921252,0.00467453,0.58739469,0.47266689,0,0.13368506,0.05433317,0.12915156,16,forward_dynamics_blind,bounded future reachability / time-to-collapse,L4 plus conditional L1 temporal,temporal,high,Current concrete state is not collapsed; false-safe status comes from later concrete collapse under future dynamics.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,13,0,0,0,none,28,spread,"(5,9)",5,9,SAFE,0.85460401,0,376.17951867,0.69460947,0.12227018,0.39359744,0,0,0,0,10,0.87219093,0.68965945,0,0.86540312,0.66666667,0.01156057,0.04478241,-0.023635,-0.00430186,0.58964074,0.46437632,0,0.1325763,0.05499022,0.12211497,15,forward_dynamics_blind,bounded future reachability / time-to-collapse,L4 plus conditional L1 temporal,temporal,high,Current concrete state is not collapsed; false-safe status comes from later concrete collapse under future dynamics.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,14,0,0,0,none,28,spread,"(5,9)",5,9,SAFE,0.84363029,0,392.20237494,0.66080757,0.12328769,0.39869707,0,0,0,0,11,0.86866643,0.69944753,0,0.82860878,0.66666667,0.01160755,0.04539636,-0.04021057,-0.0114999,0.58754948,0.45890613,1,0.13066478,0.05467652,0.11622498,14,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,15,0,0,0,none,28,spread,"(5,10)",5,10,SAFE,0.82958596,0,409.41406836,0.62059583,0.1245035,0.40423762,0,0,0,0,12,0.86285313,0.70764192,0,0.80211035,0.66666667,0.01193897,0.04641764,-0.05629409,-0.01826941,0.59708848,0.45289982,2,0.13233156,0.05401952,0.11859918,13,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,16,0,0,0,none,28,spread,"(6,11)",6,11,SAFE,0.81215433,0,428.3533792,0.57276563,0.12589572,0.41065512,0,0,0,0,13,0.85460401,0.69460947,0,0.7954578,0.66666667,0.01258225,0.04757141,-0.07539404,-0.025471,0.56237402,0.44740008,4,0.13848035,0.05360006,0.12381733,12,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,17,0,0,0,none,28,spread,"(6,12)",6,12,SAFE,0.7922694,0,448.72379298,0.53490968,0.12761566,0.41757173,0,0,0,0,14,0.84363029,0.66080757,0,0.7839887,0.66666667,0.01302828,0.04872749,-0.09346096,-0.03351908,0.5615097,0.43923927,5,0.14890388,0.0521321,0.13658059,11,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,18,0,0,0,none,28,spread,"(6,13)",6,13,SAFE,0.7709257,0,470.71498206,0.51089136,0.12968469,0.42575002,0,0,0,0,15,0.82958596,0.62059583,0,0.79398936,0.66666667,0.01350123,0.04994551,-0.11379079,-0.04258306,0.54925761,0.42837389,6,0.1545189,0.05120833,0.15492563,10,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,19,0,0,0,none,28,spread,"(6,15)",6,15,SAFE,0.7450265,0,495.87054535,0.46391454,0.13220673,0.43489913,0,0,0,0,16,0.81215433,0.57276563,0,0.83088212,0.66666667,0.013193,0.05138975,-0.13701942,-0.05254781,0.56641853,0.43015223,6,0.1630063,0.05053507,0.17354542,9,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,20,0,0,0,none,28,spread,"(6,17)",6,17,SAFE,0.71750486,0,523.94077361,0.40731369,0.13554094,0.44546312,0,0,0,0,17,0.7922694,0.53490968,0,0.89342326,0.66666667,0.01400273,0.05270817,-0.13574759,-0.05891976,0.57078699,0.4329674,6,0.16686404,0.05005707,0.19034403,8,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,21,0,0,0,none,28,spread,"(6,18)",6,18,SAFE,0.68912259,0,556.2333872,0.3548759,0.1397808,0.4580035,0,0,0,0,18,0.7709257,0.51089136,0,0.92711339,0.66666667,0.01408834,0.05487754,-0.12986804,-0.06298525,0.51882742,0.42064053,6,0.17596389,0.05149481,0.20519047,7,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,22,0,0,0,none,28,spread,"(6,21)",6,21,SAFE,0.64069169,0,593.7594245,0.21423162,0.1453427,0.4730775,0,0,0,0,19,0.7450265,0.46391454,0,0.97803782,0.66666667,0.01417049,0.05710746,-0.15790499,-0.07624653,0.51774643,0.42236273,6,0.19521187,0.05173214,0.2254202,6,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,23,0,0,0,none,28,spread,"(7,22)",7,22,SAFE,0.6209051,1,639.39058165,0.18935675,0.15284851,0.49164796,0,0,0,0,20,0.71750486,0.40731369,0,1.00118425,0.66666667,0.01401973,0.05920342,-0.18224374,-0.08002803,0.51122112,0.42004114,6,0.19261058,0.05256481,0.24874147,5,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,24,0,0,0,none,28,spread,"(7,24)",7,24,SAFE,0.59420853,1,695.8862843,0.15009904,0.16329166,0.5150079,0,0,0,0,21,0.68912259,0.3548759,0,1.05578331,0.66666667,0.01331939,0.06098846,-0.1650078,-0.08042534,0.5031484,0.41566042,6,0.19090515,0.05484456,0.2716235,4,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,25,0,0,0,none,28,spread,"(8,26)",8,26,SAFE,0.56558965,2,770.33103191,0.0882083,0.17857333,0.54613983,0,0,0,0,22,0.64069169,0.21423162,0,1.17127124,0.66666667,0.01224509,0.06266313,-0.30934878,-0.12198291,0.50090281,0.41588881,6,0.20917669,0.05074137,0.2751069,3,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,26,0,0,0,none,28,spread,"(8,27)",8,27,SAFE,0.53343058,3,839.09977534,0.0,0.18851812,0.56793994,0,0,0,0,23,0.6209051,0.18935675,1,1.15566347,0.66666667,0.01173867,0.06446032,-0.1149521,-0.04712924,0.50468603,0.41538527,5,0.20786209,0.04882916,0.2630296,2,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,27,0,0,0,none,28,spread,"(9,28)",9,28,SAFE,0.51791299,3,903.89980302,0.0,0.19411274,0.58409413,0,0,0,0,24,0.59420853,0.15009904,1,1.14543092,0.66666667,0.01064379,0.06558954,-0.14687447,-0.06160387,0.50931105,0.410364,6,0.19693422,0.04693637,0.25339407,1,history_blind,delayed response_to_aid / neighbor_delta / last_aid,conditional L2/L3,temporal_policy_observation,medium,Delayed response/neighbor/last-aid history carries a harmful consequence signal absent from the 18.0 projection.
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,28,0,1,0,spread,28,spread,"(9,29)",9,29,SAFE,0.50109143,4,993.77428679,0.0,0.20391559,0.60749945,0,0,0,0,25,0.56558965,0.0882083,2,1.25506016,0.66666667,0.00927698,0.06469967,-0.10553364,-0.05787363,0.51363595,0.40769858,7,0.18584047,0.04448963,0.24737114,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,29,0,1,0,spread,29,spread,"(10,31)",10,31,SAFE,0.47765146,4,1078.96589205,0.0,0.21647004,0.62943229,0,0,0,0,26,0.53343058,0.0,3,1.24717253,0.66666667,0.00818995,0.06314706,-0.13838447,-0.05721792,0.51042293,0.40121506,8,0.18216666,0.04293612,0.25311132,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,30,0,1,0,spread,30,spread,"(10,31)",10,31,SAFE,0.47137944,4,1207.88568958,0.0,0.23768356,0.66435385,0,0,0,0,27,0.51791299,0.0,3,1.18160531,0.66666667,0.00735748,0.06145828,-0.07141583,-0.0318324,0.47884058,0.39361151,5,0.17859686,0.04203925,0.25514244,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,31,0,1,0,spread,31,spread,"(12,31)",12,31,SAFE,0.46704431,4,1417.79171303,0.0,0.27850062,0.71462601,0,0,0,0,28,0.50109143,0.0,4,1.11504279,0.66666667,0.01130629,0.05996605,-0.09496636,-0.02961352,0.48167065,0.38684245,3,0.18253819,0.04084928,0.26399636,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,32,0,1,0,spread,32,spread,"(16,32)",16,32,SAFE,0.46235112,4,1844.04298208,0.0,0.35274984,0.79335785,0,0,0,0,29,0.47765146,0.0,4,1.09299994,0.66666667,0.01114448,0.05850678,-0.13902944,-0.04013088,0.47675221,0.36856326,3,0.18963916,0.04016547,0.2704017,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,33,0,1,0,spread,33,spread,"(17,32)",17,32,SAFE,0.45596834,4,2166.27260708,0.0,0.38398652,0.82821525,0,0,0,0,30,0.47137944,0.0,4,1.07158114,0.66666667,0.01123215,0.05759519,-0.03408684,-0.01370493,0.48037365,0.35518263,1,0.20302963,0.03929835,0.28296571,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,34,0,1,0,spread,34,spread,"(17,32)",17,32,SAFE,0.44833574,4,2506.03443286,0.0,0.39420879,0.84650662,0,0,0,0,31,0.46704431,0.0,4,1.09522913,0.66666667,0.00924576,0.05642106,-0.02777234,-0.01219002,0.47933919,0.33588797,0,0.21924423,0.03889175,0.30039215,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,35,0,1,0,spread,35,spread,"(19,33)",19,33,SAFE,0.44076351,4,3372.41910666,0.0,0.43553652,0.89453635,0,0,0,0,32,0.46235112,0.0,4,1.13783493,0.66666667,0.00685878,0.0557784,-0.03018114,-0.01293502,0.48281891,0.3182221,2,0.23695465,0.03757405,0.31106434,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,36,0,1,0,spread,36,spread,"(18,33)",18,33,SAFE,0.43138362,4,4045.17972523,0.0,0.41547139,0.8922191,0,0,0,0,33,0.45596834,0.0,4,1.21817775,0.66666667,0.00353882,0.05481056,-0.04034723,-0.01711104,0.45003196,0.2956095,3,0.23492139,0.03697599,0.31756807,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,37,0,1,0,spread,37,spread,"(18,34)",18,34,SAFE,0.42128801,4,4311.42621478,0.0,0.40919404,0.88927298,0,0,0,0,34,0.44833574,0.0,4,1.3154654,0.66666667,0.00329082,0.05321327,-0.04552413,-0.02020958,0.4534922,0.28053581,4,0.22894856,0.03652271,0.32139712,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,38,0,1,0,spread,38,spread,"(18,35)",18,35,SAFE,0.41199229,4,4569.86846691,0.0,0.40132072,0.88656313,0,0,0,0,35,0.44076351,0.0,4,1.42172791,0.66666667,0.00356237,0.05159481,-0.04895059,-0.02006227,0.45323497,0.26188701,4,0.23095603,0.0370126,0.33152011,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,39,0,1,0,spread,39,spread,"(17,35)",17,35,SAFE,0.40042202,4,5097.62521129,0.0,0.39679978,0.89001329,0,0,0,0,36,0.43138362,0.0,4,1.40952832,0.66666667,0.00275319,0.05106436,-0.06318841,-0.02475223,0.45470977,0.25185146,4,0.22691121,0.03750888,0.33997291,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,40,0,1,0,spread,40,spread,"(17,36)",17,36,SAFE,0.391631,4,5255.75053561,0.0,0.39647502,0.88999701,0,0,0,0,37,0.42128801,0.0,4,1.37369133,0.66666667,0.00314815,0.05089827,-0.05912896,-0.02629627,0.45432342,0.24120154,4,0.23403264,0.03822982,0.33666979,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,41,0,1,0,spread,41,spread,"(17,36)",17,36,SAFE,0.38795611,4,5343.47816139,0.0,0.39532086,0.88727935,0,0,0,0,38,0.41199229,0.0,4,1.38573616,0.66666667,0.00297218,0.0500141,-0.06272849,-0.02448663,0.42179611,0.22703891,4,0.23962919,0.03871192,0.32912848,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,42,0,1,0,spread,42,spread,"(17,36)",17,36,SAFE,0.38466506,4,5356.43140729,0.0,0.3920839,0.88525037,0,0,0,0,39,0.40042202,0.0,4,1.36146726,0.66666667,0.00241584,0.04983417,-0.06256089,-0.03004532,0.42597731,0.21994608,4,0.24712404,0.0386421,0.32354364,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,43,0,1,0,spread,43,spread,"(17,36)",17,36,SAFE,0.38206583,4,5435.4978522,0.0,0.39067156,0.8807159,0,0,0,0,40,0.391631,0.0,4,1.40419585,0.66666667,0.00151741,0.04993535,-0.06207613,-0.02208833,0.40043245,0.21078885,3,0.24310767,0.03844433,0.30741317,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,44,0,1,0,spread,44,spread,"(17,37)",17,37,SAFE,0.3779365,4,5524.18919399,0.0,0.38901944,0.87669837,0,0,0,0,41,0.38795611,0.0,4,1.43777513,0.66666667,0.00554461,0.05081723,-0.01579529,-0.00685826,0.40203137,0.21507278,0,0.24052787,0.03948002,0.3005464,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,45,0,1,0,spread,45,spread,"(17,37)",17,37,SAFE,0.37585136,6,5539.27782862,0.0,0.38586092,0.87245421,0,0,0,0,42,0.38466506,0.0,4,1.48274423,0.66666667,0.00611562,0.05185297,-0.01458479,-0.00598268,0.40176841,0.20734444,0,0.2273833,0.03940991,0.28611718,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,46,0,1,0,spread,46,spread,"(17,37)",17,37,SAFE,0.37257783,6,5573.6638435,0.0,0.38314638,0.86962936,0,0,0,0,43,0.38206583,0.0,4,1.45864602,0.66666667,0.00677629,0.05271288,-0.01233834,-0.00359048,0.39527292,0.20044397,0,0.21579691,0.04079621,0.2700388,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,47,0,1,0,spread,47,spread,"(17,37)",17,37,SAFE,0.36838905,6,5593.1572835,0.0,0.38015846,0.86571533,0,0,0,0,44,0.3779365,0.0,4,1.4431672,0.66666667,0.00764144,0.05405116,-0.01585249,-0.00792905,0.37609271,0.2022587,0,0.19634936,0.04132523,0.26674794,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,48,0,1,0,spread,48,spread,"(17,37)",17,37,SAFE,0.36550941,6,5626.16821898,0.0,0.37788397,0.86429985,0,0,0,0,45,0.37585136,0.0,6,1.36429979,0.66666667,0.00861975,0.0548081,-0.01300411,-0.00267292,0.37192338,0.19214681,0,0.19046111,0.04177222,0.25616378,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,49,0,1,0,spread,49,spread,"(17,38)",17,38,SAFE,0.36073078,6,5646.25362871,0.0,0.37553364,0.86061108,0,0,0,0,46,0.37257783,0.0,6,1.29478149,0.66666667,0.00874758,0.05560937,-0.01514521,-0.00558239,0.36594288,0.19325974,0,0.1897636,0.04172356,0.25390808,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,50,0,1,0,spread,50,spread,"(16,38)",16,38,SAFE,0.35664243,6,5640.25596615,0.0,0.37235375,0.85777022,0,0,0,0,47,0.36838905,0.0,6,1.17809617,0.66666667,0.00841026,0.0563108,-0.01546956,-0.00694446,0.37252989,0.1959209,0,0.18779594,0.04133719,0.25219919,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,51,0,1,0,spread,51,spread,"(16,38)",16,38,SAFE,0.35293168,6,5727.36076411,0.0,0.37067226,0.85499783,0,0,0,0,48,0.36550941,0.0,6,1.14276668,0.66666667,0.0084585,0.0571906,-0.01515675,-0.00456603,0.34955842,0.18886254,0,0.18899361,0.0422789,0.2466381,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,52,0,1,0,spread,52,spread,"(16,38)",16,38,SAFE,0.34933366,6,5754.07145761,0.0,0.36782173,0.85200943,0,0,0,0,49,0.36073078,0.0,6,1.1385816,0.66666667,0.008312,0.05793003,-0.02610288,-0.00917992,0.34964941,0.18561915,0,0.18428044,0.04212157,0.24528247,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,53,0,1,0,spread,53,spread,"(16,38)",16,38,SAFE,0.34577995,6,5773.88275406,0.0,0.3641819,0.84784006,0,0,0,0,50,0.35664243,0.0,6,1.12677562,0.66666667,0.00862038,0.05803725,-0.01454187,-0.00701984,0.3486631,0.18077677,0,0.18332928,0.04397378,0.25131833,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,54,0,1,0,spread,54,spread,"(16,39)",16,39,SAFE,0.34178826,6,5811.2366093,0.0,0.3607483,0.84401382,0,0,0,0,51,0.35293168,0.0,6,1.13396165,0.66666667,0.00886831,0.05772971,-0.01489357,-0.00638416,0.35294292,0.18551915,0,0.18176547,0.04395416,0.25455612,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,55,0,1,0,spread,55,spread,"(16,39)",16,39,SAFE,0.33756703,6,5837.57463508,0.0,0.35825258,0.84158344,0,0,0,0,52,0.34933366,0.0,6,1.10568262,0.66666667,0.00894238,0.05786828,-0.01740597,-0.00523117,0.3553616,0.18250625,0,0.18150191,0.04432679,0.25257727,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,56,0,1,0,spread,56,spread,"(16,39)",16,39,SAFE,0.33482931,6,5861.99319933,0.0,0.35430879,0.83657474,0,0,0,0,53,0.34577995,0.0,6,1.09997565,0.66666667,0.00901579,0.05842852,-0.01703022,-0.0053077,0.35276972,0.18278928,0,0.17951084,0.04465229,0.24962105,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,57,0,1,0,spread,57,spread,"(15,39)",15,39,SAFE,0.33219253,6,5918.84212812,0.0,0.35123089,0.83363153,0,0,0,0,54,0.34178826,0.0,6,1.09059284,0.66666667,0.00923152,0.05900797,-0.01739498,-0.00592132,0.33007963,0.18667013,0,0.1787274,0.04471706,0.24646478,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
baseline,W3_catastrophe_ambiguity,feature_proxy,9600,58,0,1,0,spread,58,spread,"(15,39)",15,39,SAFE,0.32957778,6,5942.27221456,0.0,0.34716085,0.82912847,0,0,0,0,55,0.33756703,0.0,6,1.08901144,0.66666667,0.009445,0.06012757,-0.02092879,-0.00724227,0.33624079,0.18026119,0,0.17679502,0.04357704,0.24480856,0,spread_blind,failed_zone_count >= 4,L4 eligible,aggregate_threshold,high,"Current state already satisfies real spread-collapse clause, but 18.0 projection contains only mean-welfare/resource_hhi."
