class_id,class_b_attack_cost,class_b_auc_gns,class_a_survives,class_b_survives
76f1e10c1ce66b59,1.0,0.0,True,False
76fe4b465499b07c,,1.0,True,True
771831d01716c10e,1.0,0.0,True,False
77411db99e1918a5,1.0,0.5,True,False
775d6f86f21aa07e,1.0,0.5,True,False
77675054447de0e7,,1.0,True,True
777bb1fe4c10213d,1.0,0.0,True,False
7787642c9b00671b,1.0,0.0,True,False
77b6a1021cf1a462,1.0,0.5,True,False
7833f4a2541cfefe,1.0,0.0,True,False
7872c4c377df79a1,2.0,0.625,True,False
789273306a9f68f4,1.0,0.5,True,False
78a056287cab4d7a,1.0,0.0,True,False
78c7835cabe2a424,2.0,0.625,True,False
78ce8ff5b0d7e3e3,1.0,0.5,True,False
78d6e19286583d34,1.0,0.5,True,False
78fc0fa6fe1b7e3d,2.0,0.625,True,False
790deb8b1a58a82f,1.0,0.0,True,False
797c2dfcb3931e31,2.0,0.25,True,False
79840e0cfceb2634,1.0,0.0,True,False
79edc1dfe73c6f19,1.0,0.5,True,False
7a209e4be61a0a4a,1.0,0.0,True,False
7aa72a677ad257bb,1.0,0.5,True,False
7ae83086e8564f38,1.0,0.0,True,False
7b2f26bf4c7c0463,1.0,0.5,True,False
7b6740531b41e33e,2.0,0.625,True,False
7c048f91578b0c81,1.0,0.5,True,False
7c0693e04c558e63,1.0,0.0,True,False
7c16d1aadca429cf,1.0,0.0,True,False
7c84049e804c1c22,1.0,0.5,True,False
7ca40f67ba8cbf38,1.0,0.5,True,False
7ce9bcb9120bf9d7,1.0,0.5,True,False
7d9b057d74de858b,2.0,0.25,True,False
7daa47cbdc1810ae,1.0,0.0,True,False
7dac2d91d2024e82,,1.0,True,True
7de572334dd160fc,1.0,0.125,True,False
7dfa1dffc285acf1,1.0,0.0,True,False
7e9d34f09376bd35,,1.0,True,True
7f64f41dd3ccffc9,1.0,0.5,True,False
7fca0b221d4df82d,1.0,0.0,True,False
801deb2b9ea182d1,3.0,0.75,True,False
8040a94e6a98be9d,4.0,0.75,True,False
8060ad241da4cc19,1.0,0.5,True,False
8061f519a055e2f1,1.0,0.0,True,False
807d8b3d34854df5,1.0,0.0,True,False
80ab367f5e79b072,3.0,0.5,True,False
819b92e001336f42,,1.0,True,True
81f85c879126ecee,1.0,0.0,True,False
820712b00e76526f,,1.0,True,True
8229ab2f44578101,1.0,0.5,True,False
82459aed94986517,1.0,0.5,True,False
8258b89dbb94223f,1.0,0.5,True,False
82627b49adb24fc2,1.0,0.0,True,False
82cb9d69b50a2669,1.0,0.5,True,False
82fad9e9200b3eb3,1.0,0.0,True,False
8335e6cb51dcc7c9,1.0,0.5,True,False
83804df1e043a1c3,1.0,0.5,True,False
83a0053c8bdacc22,1.0,0.5,True,False
8490cc87ffd7df90,2.0,0.25,True,False
84d65ed80a99fd0f,1.0,0.0,True,False
856892f28835ca79,1.0,0.5,True,False
857b3c27b5df4d12,1.0,0.5,True,False
857d7973568d6d75,,1.0,True,True
859f6695f663d624,1.0,0.0,True,False
85bd88404fb80da0,1.0,0.5,True,False
85d1d319ce588b6b,2.0,0.25,True,False
85f86af669d48f90,,1.0,True,True
860f4f3ec83cd5a5,1.0,0.5,True,False
86460e85d7e6a763,1.0,0.0,True,False
8671ca92de2cc639,1.0,0.0,True,False
870cdc764fa66d02,1.0,0.5,True,False
870d838329f0b33f,1.0,0.5,True,False
875c52be041846c8,1.0,0.0,True,False
87c14dd4a70303a3,1.0,0.0,True,False
87e639f5c9ed4c90,4.0,0.75,True,False
87e7e4b6ca62adc8,1.0,0.0,True,False
87ea7b31797ad3a1,1.0,0.5,True,False
8803fe16d305cfae,1.0,0.0,True,False
885e0775dbe82fcc,,1.0,True,True
887571efd2a5c81a,1.0,0.5,True,False
88b0fb0b674d02bb,1.0,0.0,True,False
89575e35be739026,,1.0,True,True
8959232792ca88b1,,1.0,True,True
8999fde84148adb5,3.0,0.75,True,False
89c3895220c745d4,1.0,0.5,True,False
89fe1994a342a713,1.0,0.0,True,False
8a17c60b940148e6,1.0,0.5,True,False
8a20047837866b42,1.0,0.5,True,False
8a3748b6b6cedb9e,1.0,0.0,True,False
8a5dee3b9fe29aaa,3.0,0.75,True,False
8a9616136ed4af33,1.0,0.0,True,False
8a9cbbc76f333827,,1.0,True,True
8b0a6f549e36f591,1.0,0.5,True,False
8b1ce6b9508532b0,4.0,0.875,True,False
8b3ea0be2f3b6a3d,1.0,0.0,True,False
8b9af0670cc3f27c,,1.0,True,True
8c47e46e0807a79b,1.0,0.0,True,False
8d380d339234504a,,1.0,True,True
8d384d5d5c2dfb69,1.0,0.5,True,False
8d3871998c067bf1,,1.0,True,True
8d702122b4da0ead,1.0,0.5,True,False
8de1740364c27558,1.0,0.5,True,False
8def91ef5847af5a,1.0,0.0,True,False
8e2c0fa415ccba4f,1.0,0.5,True,False
8e5d1ff2953544fe,1.0,0.5,True,False
8e660c45b5627730,1.0,0.0,True,False
8e9add9b8fa27945,,1.0,True,True
8ec86fb0b3d4817f,1.0,0.5,True,False
8f3d72235e3221bc,1.0,0.0,True,False
8fd08a7868c2a752,1.0,0.5,True,False
9032bee791188bf6,1.0,0.0,True,False
905cc044d2f11f7e,2.0,0.25,True,False
905cf8becb73c0ca,,1.0,True,True
906225a3a7872467,1.0,0.0,True,False
908819d3c7614b50,1.0,0.5,True,False
908e06e1b8701df2,1.0,0.0,True,False
908f8edb3f79affa,3.0,0.75,True,False
90cefc9b766e431f,1.0,0.0,True,False
915e5ea2e7f67f0e,1.0,0.0,True,False
917644520a340b49,,1.0,True,True
918d9935932a3fea,4.0,0.75,True,False
91e598a8ba5ae552,1.0,0.0,True,False
920b9038dd13dfd0,1.0,0.0,True,False
9255006dc40fdc78,,1.0,True,True
92ce8c7bcb269148,1.0,0.0,True,False
93716563584676cd,1.0,0.0,True,False
939f964afacaca90,1.0,0.0,True,False
93b596c3aa0ea50a,,1.0,True,True
93c142b2a4c52935,1.0,0.0,True,False
9428d6484a633ced,2.0,0.25,True,False
9481301ccd04e29d,1.0,0.5,True,False
94b6ac832ea1d42c,,1.0,True,True
94d2cc8e1cfd6439,1.0,0.25,True,False
9503d979832ad077,1.0,0.0,True,False
9510b49fe7c05b17,1.0,0.0,True,False
952059cd0404cb5f,1.0,0.0,True,False
9576619177c77900,,1.0,True,True
957f9583418b507e,1.0,0.5,True,False
95924e6eb5919609,1.0,0.0,True,False
95e8b5648854ca3e,1.0,0.0,True,False
9625036aa1b90fb6,1.0,0.5,True,False
96587f530be77631,,1.0,True,True
9661609533bdfcb4,1.0,0.5,True,False
96b125c260037bd7,1.0,0.0,True,False
96b2b6066caa702b,1.0,0.0,True,False
96d238e542374d4a,1.0,0.5,True,False
970d2a69e69e0222,1.0,0.0,True,False
991367e8923f3bd4,1.0,0.5,True,False
993897ac159b8723,1.0,0.0,True,False
99ac6b2ff8b860b0,1.0,0.125,True,False
99be36f2b843b6a9,1.0,0.0,True,False
9a2845d35028b968,1.0,0.125,True,False
9a34b24908a2e282,1.0,0.5,True,False
9a548e3bd9206aad,1.0,0.5,True,False
9a78a83728d8b9b9,2.0,0.625,True,False
9a836da84f4aa898,1.0,0.5,True,False
9aa40fd5d5003b98,1.0,0.5,True,False
9ab412be63f4a9ee,1.0,0.5,True,False
9b68664913c1ff23,,1.0,True,True
9b800db4670e2be1,1.0,0.0,True,False
9ba73e6751977abb,,1.0,True,True
9bc6ba0c3dc6afe7,1.0,0.5,True,False
9bda833cc44dd793,1.0,0.5,True,False
9bfdda2a952d2f16,1.0,0.5,True,False
9c379f16497a1fcc,4.0,0.75,True,False
9c96bfafe046c408,,1.0,True,True
9cf1065f26518c10,1.0,0.5,True,False
9d17e7b97f8c8dc6,1.0,0.5,True,False
9d2c5de3fca02e17,1.0,0.5,True,False
9d3930526e566071,2.0,0.625,True,False
9d6e50cb6190afd5,1.0,0.25,True,False
9d7dbdb0d3d166c3,1.0,0.0,True,False
9d8a4262ca9cfd4f,1.0,0.0,True,False
9e4ed1038f097ccf,1.0,0.5,True,False
9ed9d0204d1e2de6,2.0,0.25,True,False
9ef5790eada8a129,2.0,0.625,True,False
9f61429b5a9a09da,1.0,0.0,True,False
a055bb47d5f72bb1,1.0,0.5,True,False
a06b7c4e9ef24382,1.0,0.5,True,False
a077bdaf8052e43d,1.0,0.5,True,False
a0b2c1117b29c0f8,1.0,0.0,True,False
a0cb2eee4d4e8739,1.0,0.0,True,False
a11c2863198aa93b,1.0,0.0,True,False
a16e3db210295541,1.0,0.5,True,False
a1abef07e56658dd,1.0,0.0,True,False
a1cc7d298dcdac37,1.0,0.0,True,False
a1d78b2c6c71c63e,1.0,0.0,True,False
a1e49f1c94433d63,2.0,0.25,True,False
a23ed826db33f06e,1.0,0.5,True,False
a2598a2a908de074,1.0,0.0,True,False
a2db31cf44c5d0bb,1.0,0.0,True,False
a36666a1fdfbd6fe,1.0,0.0,True,False
a38354554de49a58,2.0,0.25,True,False
a3d99ab189596bbb,1.0,0.5,True,False
a3de368c5fdff3c3,1.0,0.5,True,False
a41037b2d482b57b,1.0,0.5,True,False
a442dd32e1e1c430,1.0,0.5,True,False
a47e03a95d815b23,1.0,0.0,True,False
a5139a445e104744,1.0,0.0,True,False
a59afeaf3d0749cb,,1.0,True,True
a5e142921d3aaba4,1.0,0.0,True,False
a5f828f65bc731b5,1.0,0.0,True,False
a66a5ad80a504934,1.0,0.0,True,False
a69b6cf50c8186da,,1.0,True,True
a6dc1f7f22c31699,1.0,0.5,True,False
a71ddb782f6d2be0,1.0,0.5,True,False
a74053cd9fbcdf58,1.0,0.0,True,False
a74c3ae53c430b3b,1.0,0.5,True,False
a75cb0b1f9c7f780,1.0,0.5,True,False
a760a92b37922d07,1.0,0.0,True,False
a78668044e13a686,1.0,0.5,True,False
a79778948941b933,,1.0,True,True
a82b4bab91a1e170,1.0,0.5,True,False
a83354d3cedbe160,1.0,0.5,True,False
a8b94d55144b9a8e,1.0,0.5,True,False
a8d2f0f2221c57bf,1.0,0.0,True,False
a8faccc412d618f4,,1.0,True,True
a91cd87936d8548d,1.0,0.0,True,False
a92a0bbb08ede8ca,4.0,0.75,True,False
a97febf4dcc33ac8,2.0,0.625,True,False
a9a0cc1d70da7a20,1.0,0.0,True,False
aa15fa050c3298e9,1.0,0.5,True,False
aa95f6825f45d357,,1.0,True,True
aac23afd1be90b50,2.0,0.625,True,False
aacf1b660b608287,1.0,0.5,True,False
ab334b6c8a7965f9,1.0,0.5,True,False
ab7b4b08ede83c0d,2.0,0.625,True,False
ab7bfb2581864a12,1.0,0.0,True,False
ab9c0e0c3c7a7e6f,,1.0,True,True
abad9379e4cd1237,4.0,0.75,True,False
ac0c534c42d9b751,1.0,0.0,True,False
ac3d178dae40cba0,,1.0,True,True
ac3da2cbd641e9f9,1.0,0.0,True,False
ac908d04fc29eae9,1.0,0.0,True,False
aca0c0f8f9952ee3,,1.0,True,True
ad41e02cbafaaaaf,1.0,0.5,True,False
adb6b0bcabeab64f,1.0,0.5,True,False
adb9b6d84b068900,1.0,0.0,True,False
adc608b7896bb705,1.0,0.5,True,False
add0401001168563,1.0,0.5,True,False
adda5a44eeb78f05,3.0,0.5,True,False
adf266573bf7109d,1.0,0.5,True,False
ae1b3875d49b6367,1.0,0.5,True,False
aec1d025a7c8cadc,3.0,0.5,True,False
aec33b85993bec38,1.0,0.5,True,False
af37d4d69fd7d015,1.0,0.0,True,False
afaa9493782b9614,3.0,0.5,True,False
afb4ef6b0624be47,1.0,0.5,True,False
b13afbff8e8d7970,1.0,0.5,True,False
b1a57eb203f45eda,1.0,0.0,True,False
b1e4c0bd33aee0c4,1.0,0.0,True,False
b2594fc2be5eea60,1.0,0.5,True,False
b2728c7b7bcb49cd,1.0,0.0,True,False
b2bfaa0a47cdef1d,1.0,0.5,True,False
b2e7b5049005c23e,1.0,0.0,True,False
b309a6d42d44aa52,1.0,0.0,True,False
b31d9ae6ec21ffb7,1.0,0.125,True,False
b31e7688d6334e5f,3.0,0.75,True,False
b34302fee1684bb1,1.0,0.5,True,False
b34cfb3dca3fcd92,1.0,0.5,True,False
b3993b8e57f8a169,1.0,0.0,True,False
b3ccd7ca77e3b9a2,1.0,0.5,True,False
b4715e061e7a47b6,,1.0,True,True
b480fbcf99aa331c,1.0,0.5,True,False
b49119c13665cce9,1.0,0.0,True,False
b4b0654b492609dd,1.0,0.5,True,False
b4e0b199b0141562,1.0,0.0,True,False
b4f8130d00b42e2e,1.0,0.0,True,False
b5b2fb602d9fc52e,1.0,0.5,True,False
b6886eff8778de9e,1.0,0.5,True,False
b68c5f1fb75de82f,2.0,0.25,True,False
b6f70aaec077d500,1.0,0.5,True,False
b6fb5ff3f4269208,2.0,0.25,True,False
b70200eecba73fae,1.0,0.0,True,False
b7df40b797fa104c,1.0,0.0,True,False
b8112efe346c2103,1.0,0.5,True,False
b8567a95f753d74d,2.0,0.25,True,False
b85b64bf65d04ed1,1.0,0.5,True,False
b878d8a565fd20c8,,1.0,True,True
b89d1821974d0f4b,1.0,0.5,True,False
b8b4c8577b1309ea,1.0,0.5,True,False
b957122507d551c7,1.0,0.5,True,False
b9cec39a02f08a31,1.0,0.0,True,False
b9d4e7d447578b52,1.0,0.0,True,False
ba713f992760a275,1.0,0.0,True,False
ba97020b93362854,1.0,0.0,True,False
bad75f8936100621,1.0,0.0,True,False
bb1b7bc9d74e5bd4,1.0,0.5,True,False
bb420ab282160f19,1.0,0.0,True,False
bb5a0375ea02f1d5,2.0,0.625,True,False
bba6391b04c1fff7,1.0,0.5,True,False
bc0d4043cdbf6ab1,1.0,0.5,True,False
bc4e1a8460b81296,,1.0,True,True
bc8ac4eeae23f2a8,3.0,0.75,True,False
bc9c853b1e75c157,2.0,0.25,True,False
bcd16b88418b30b5,1.0,0.5,True,False
bcea12b37895f54f,1.0,0.5,True,False
bd08b5afd4100cdf,1.0,0.0,True,False
bd14af00f41da381,1.0,0.5,True,False
bd1b3c44f26b54cb,2.0,0.25,True,False
bd692552ba39df25,1.0,0.5,True,False
bec8a25c1e8964d8,1.0,0.0,True,False
bee838cbd63185f4,1.0,0.0,True,False
bf6cbe15411a3e81,1.0,0.0,True,False
bf841b4ccf015c30,1.0,0.0,True,False
c009d1ee390ee134,1.0,0.125,True,False
c0310f827190f8ca,1.0,0.5,True,False
c042fcbeb35388e1,,1.0,True,True
c07918bfa1fe894e,2.0,0.625,True,False
c0a9debff24c409a,1.0,0.5,True,False
c1187f49d8677fa0,,1.0,True,True
c15e92f8bff61cf6,1.0,0.0,True,False
c1c9744c9961ecef,2.0,0.25,True,False
c1d79e982447aae7,1.0,0.5,True,False
c1f5b16955c5bae8,,1.0,True,True
c25e25d519cf7fee,,1.0,True,True
c2715e1262b00dcd,1.0,0.0,True,False
c27db25ce54c22b5,1.0,0.5,True,False
c27f06f97add8be0,1.0,0.0,True,False
c2cba1d29e94ddde,2.0,0.25,True,False
c30b3b741db499ae,1.0,0.5,True,False
c31b1000b059ef5c,1.0,0.0,True,False
c343797fefb52184,1.0,0.5,True,False
c35e11d293d91169,1.0,0.5,True,False
c37e9257b5db5507,1.0,0.5,True,False
c3cb20392b0b99fb,1.0,0.5,True,False
c45b5822285eecd9,2.0,0.25,True,False
c53822f9dcb1c4e7,,1.0,True,True
c53d5600115f602d,1.0,0.0,True,False
c55df85c454ce966,1.0,0.5,True,False
c58971ed018679bc,1.0,0.0,True,False
c595b30162c25e08,1.0,0.5,True,False
c5b07365d3344a65,1.0,0.5,True,False
c5b5bde41579f813,1.0,0.0,True,False
c5e02e5b55ace2fa,2.0,0.625,True,False
c64e0eb696379445,1.0,0.5,True,False
c657e99ca35a3b1c,1.0,0.5,True,False
c6b1abaa6b929831,1.0,0.5,True,False
c7991651448fa26d,,1.0,True,True
c79f14a8b0a19379,1.0,0.5,True,False
c7cd3b1fd1524f85,1.0,0.5,True,False
c7daf17b48a916d5,1.0,0.5,True,False
c83155f961ae0e28,1.0,0.5,True,False
c863cb7e6210f94a,1.0,0.0,True,False
c86e9cec2e7bcf65,1.0,0.0,True,False
c8a69e5bafc543c9,1.0,0.5,True,False
c901173368173056,1.0,0.5,True,False
c94a6b6406620b62,1.0,0.5,True,False
c956020212186038,1.0,0.0,True,False
c9729f40e5f3069d,1.0,0.5,True,False
c98e7ce7bea5dc46,2.0,0.625,True,False
c9a907d44b1a3581,1.0,0.5,True,False
c9c8228db1cea8e3,1.0,0.5,True,False
ca5a0d4466da3a0f,1.0,0.5,True,False
cacb310f2e09a0dd,1.0,0.5,True,False
cada75286b3f0056,1.0,0.5,True,False
cb0f642a6861499d,1.0,0.5,True,False
cb6f9f05f1dba6c8,1.0,0.0,True,False
cb760f4a09447a8f,,1.0,True,True
cb7d67388749b3b5,1.0,0.0,True,False
cb94e7d7e1f7d083,1.0,0.5,True,False
cbf93b31948049a2,,1.0,True,True
cc0167f4f01c76a4,1.0,0.0,True,False
cc78428b84f9c77d,1.0,0.5,True,False
cc8c966d1f92cbfd,1.0,0.0,True,False
cca1730165b44d1d,,1.0,True,True
cd253129c9a24d43,1.0,0.0,True,False
cd9363d1bc11038f,1.0,0.0,True,False
ce568b41e555c521,,1.0,True,True
ce57ef12c4a6419a,1.0,0.5,True,False
ce655dbe4d6c414b,1.0,0.5,True,False
cf066abb741ab2cf,,1.0,True,True
cf0c22b503907e5e,,1.0,True,True
cf63e254acd519cb,1.0,0.5,True,False
cfd3c60fdb66f005,2.0,0.25,True,False
cfe3b453c2d85ccb,1.0,0.5,True,False
d02eaeb87d9b35d8,1.0,0.5,True,False
d0778f255b2af544,1.0,0.0,True,False
d09f8b496df512b4,1.0,0.5,True,False
d0ba4ea43f0d14e9,1.0,0.5,True,False
d13934fd1ca5c473,1.0,0.5,True,False
d1a350561be0291c,1.0,0.0,True,False
d1c3535c325c3d1d,1.0,0.5,True,False
d1c86ceed85c0c86,4.0,0.75,True,False
d201c023f52bc1c3,1.0,0.0,True,False
d21366378fc2c5be,1.0,0.5,True,False
d221d9b5e05b2607,1.0,0.0,True,False
d2338702ddaa5623,1.0,0.5,True,False
d259543a3b27a289,3.0,0.5,True,False
d2acdf0d788ab530,1.0,0.0,True,False
d2e603c10f1a2256,,1.0,True,True
d3272a4a1e704d68,1.0,0.5,True,False
d33440863b7f08af,1.0,0.0,True,False
d34283f682fb5db5,1.0,0.0,True,False
d34ee4c2c0f1cec7,1.0,0.0,True,False
d38965440f88d744,3.0,0.5,True,False
d4381cfaeb3b384f,1.0,0.5,True,False
d43b54e451ff8634,1.0,0.5,True,False
d4a1b5eb9f9cdc43,1.0,0.0,True,False
d5004a458d5a5de6,1.0,0.5,True,False
d5261fa8638ea9f5,1.0,0.5,True,False
d53de0fdf9ed6571,,1.0,True,True
d58c3a0652610662,1.0,0.0,True,False
d5902d15bdffe594,1.0,0.5,True,False
d594b4a2418a7382,3.0,0.75,True,False
d607429e8a09d1b8,1.0,0.0,True,False
d62062c30d38c995,1.0,0.5,True,False
d622539aadbdefcc,1.0,0.5,True,False
d673ea2307885c33,1.0,0.0,True,False
d6790396798fc6ad,1.0,0.5,True,False
d70b2d638b366fe2,1.0,0.5,True,False
d7574fc2454b783d,1.0,0.0,True,False
d7be5ca6c386bbdd,1.0,0.5,True,False
d7dbbf1256cb46e4,1.0,0.0,True,False
d83d0605245b810a,1.0,0.5,True,False
d8730d74142d945a,1.0,0.5,True,False
d8a032e00c3e50f6,,1.0,True,True
d8b9f8bb14584223,1.0,0.5,True,False
d8c7780a7c23aca4,1.0,0.5,True,False
d9046022de2965ad,1.0,0.0,True,False
d91455e75ff999b6,1.0,0.0,True,False
d92bdf13def8dec0,,1.0,True,True
d92e8806b74ccd4a,1.0,0.0,True,False
d9311a7efdc3d2d1,1.0,0.5,True,False
d9433ab1ef0a2903,1.0,0.5,True,False
d94caddbb75215b3,,1.0,True,True
d9bf7427d46b9040,1.0,0.0,True,False
da90947f1780706a,1.0,0.5,True,False
daae47212a4b7ad6,1.0,0.5,True,False
dabe6be0e260b262,1.0,0.5,True,False
db1d6204236a4c10,1.0,0.0,True,False
db74624f15e9e298,1.0,0.0,True,False
db84d349a8564c37,1.0,0.0,True,False
db84e9aeb0a907b8,3.0,0.5,True,False
dbf040b90f97cfdd,1.0,0.0,True,False
dc09e0bb4f511440,1.0,0.5,True,False
dc1cf62e6e94708a,1.0,0.0,True,False
dc4f8558c415cdbb,1.0,0.5,True,False
dca5063f6d713be8,1.0,0.0,True,False
dcb88b59b4e1e470,1.0,0.5,True,False
dd0f36ef259210c8,1.0,0.5,True,False
dd24ab168765de64,1.0,0.0,True,False
dd847a1528521f2f,1.0,0.0,True,False
de1ec6ec4fd282ed,1.0,0.125,True,False
de373ef2829d3135,2.0,0.625,True,False
de87665367a2b6c2,1.0,0.0,True,False
dea25b21d4a3f142,1.0,0.0,True,False
deb58f5ea5753fb1,1.0,0.0,True,False
df2643b3b6ff4c31,,1.0,True,True
df3aa1cdf382f132,1.0,0.5,True,False
df4382eb23628e71,1.0,0.5,True,False
df9dfb656b51ec72,1.0,0.0,True,False
dfcf64c41378966a,1.0,0.0,True,False
e02dca6df65a31a9,1.0,0.5,True,False
e0b81fb890105b24,1.0,0.0,True,False
e0fb9578095c1a71,1.0,0.5,True,False
e103fd0d469698fb,2.0,0.25,True,False
e1b5b30ad9c78faf,2.0,0.625,True,False
e207c9cbf8393e9b,1.0,0.5,True,False
e2488f033572956c,,1.0,True,True
e24f0ad4dec57387,1.0,0.0,True,False
e256a234c710a519,1.0,0.5,True,False
e29313ae73b8a98a,1.0,0.5,True,False
e2c5c0d1c5a9c0dc,1.0,0.5,True,False
e2e01f33e86bf520,1.0,0.0,True,False
e31496b2ad042438,1.0,0.0,True,False
e33475a06a60c7f8,1.0,0.0,True,False
e33e48f2e4af6281,,1.0,True,True
e3a09325796ac254,1.0,0.5,True,False
e43c9cd92d084e77,1.0,0.5,True,False
e43eb3a316b33037,1.0,0.5,True,False
e4734377bddbb032,2.0,0.25,True,False
e4b39904e7210e7d,4.0,0.75,True,False
e4cf54dbc3cdf299,1.0,0.5,True,False
e4f4f85261586267,2.0,0.625,True,False
e52a73ec60adcfae,1.0,0.0,True,False
e663c53c2caf0bd8,3.0,0.75,True,False
e66c154964a6d9ce,1.0,0.0,True,False
e6801aded2cc12e5,1.0,0.5,True,False
e6834664d1d97ada,1.0,0.0,True,False
e69efc5f799ffa48,1.0,0.0,True,False
e75ceabeb8aff03d,1.0,0.5,True,False
e7999c0055fa2dd5,1.0,0.0,True,False
e7b53a0abee530b5,1.0,0.5,True,False
e867c6bf52d9b57a,2.0,0.625,True,False
e869d9adcb5cdf37,1.0,0.0,True,False
e8990747b7970021,1.0,0.5,True,False
e8c8be80f133ca5f,1.0,0.5,True,False
e8de81867fec6836,1.0,0.0,True,False
e9045f0f6ec24613,1.0,0.0,True,False
e948b12c967f621b,1.0,0.0,True,False
e97b57c07c077349,1.0,0.0,True,False
e98db7bb226cdbaa,,1.0,True,True
e9bd19092ad0b527,1.0,0.0,True,False
e9fa4024f8762230,1.0,0.5,True,False
ea23e225b75b0313,,1.0,True,True
ea39e74291255574,1.0,0.5,True,False
ea3eacec6cbe1858,,1.0,True,True
ea9ccc8c09fa75d7,2.0,0.5,True,False
eabf6e7934b192f9,1.0,0.0,True,False
ead610af2d943b96,1.0,0.5,True,False
eb6a66102227e797,1.0,0.5,True,False
eb9d64c31077274c,1.0,0.5,True,False
eba78261a974dc47,1.0,0.0,True,False
ec00257b27932151,1.0,0.0,True,False
ec0211f2e790fff5,4.0,0.875,True,False
ec0d1ffa8788818d,1.0,0.0,True,False
ec0d746a50f71661,1.0,0.5,True,False
ec482a507540b808,1.0,0.0,True,False
ec5d9eb826b6271f,1.0,0.0,True,False
ec7a3dc629ee5817,,1.0,True,True
eca020354a8f48cb,2.0,0.25,True,False
ece8869d21450983,1.0,0.5,True,False
edab001865ad7fc8,1.0,0.0,True,False
ee1b864a704f7369,,1.0,True,True
ef06efe6e7ed5180,1.0,0.0,True,False
ef6d17f31b02b012,1.0,0.5,True,False
ef71571ac29769f5,1.0,0.5,True,False
efa738fc4a4ac5cc,1.0,0.5,True,False
efe94d049572c238,1.0,0.0,True,False
f0040bd7d3375fef,1.0,0.5,True,False
f053f95ac28e0b8b,1.0,0.0,True,False
f06dc8aafaee6a0a,1.0,0.5,True,False
f0a9fbbe6db27634,,1.0,True,True
f0ae0032f48e9ad9,,1.0,True,True
f0fbc45f0d12c9ed,,1.0,True,True
f0fe9658e96aaa33,1.0,0.5,True,False
f130aa9acbd20355,1.0,0.0,True,False
f17ab7314f600b11,3.0,0.5,True,False
f1bdf7a28d670204,1.0,0.5,True,False
f21bcd69efbaa656,2.0,0.25,True,False
f233f66a9c4585a5,2.0,0.25,True,False
f2400457c55ff4a2,1.0,0.5,True,False
f2885dafa1391fc9,3.0,0.75,True,False
f289674768fa65af,,1.0,True,True
f2c7243bb22318fe,3.0,0.75,True,False
f30de8f6ccdf2d3a,1.0,0.0,True,False
f34794341f27b3e9,1.0,0.0,True,False
f3de0a5c7dde8aeb,1.0,0.5,True,False
f3f200976023b897,1.0,0.0,True,False
f441c10d8bdbbbc8,,1.0,True,True
f45b62f7e22ed194,2.0,0.25,True,False
f46221d04f5bac89,1.0,0.5,True,False
f4651d37de18d3a2,4.0,0.875,True,False
f4882fcff54fc3e4,1.0,0.5,True,False
f4a73b4f536cd9dc,1.0,0.5,True,False
f4acbdb5aeded86b,1.0,0.0,True,False
f4bde60e9c0a9ea8,2.0,0.625,True,False
f4d81470ae001413,,1.0,True,True
f51293571badeeeb,1.0,0.0,True,False
f54f46e216891a7b,1.0,0.5,True,False
f5abbb8868a4e852,,1.0,True,True
f5e02243fe17432c,1.0,0.5,True,False
f6499917f76b9cad,2.0,0.25,True,False
f650428f496f830f,1.0,0.0,True,False
f66221685d26ff9e,1.0,0.5,True,False
f6a4cf3ed77b36bc,1.0,0.5,True,False
f72d5ad2a173fdd9,1.0,0.5,True,False
f790402ad996edb3,1.0,0.5,True,False
f7df848e3f9397a0,1.0,0.5,True,False
f84de65bbeb3ccab,,1.0,True,True
f84fba68f454ef29,4.0,0.875,True,False
f88514d26db6a359,1.0,0.5,True,False
f8c63ef0ad84e779,,1.0,True,True
f8dc1b8fb8226cee,1.0,0.0,True,False
f8dfe97ae400c291,1.0,0.5,True,False
f91c1bf89522a3a0,1.0,0.0,True,False
f937144f7ce51614,1.0,0.5,True,False
f94aaa0eb0938b1a,1.0,0.0,True,False
f96e064ba4ec3244,1.0,0.5,True,False
f97fe8edc7a7f210,1.0,0.5,True,False
f99cdcb9d76427b5,,1.0,True,True
f9bba2c615ac1262,3.0,0.75,True,False
f9d5283f6534f160,1.0,0.5,True,False
fa309145a213efb6,1.0,0.5,True,False
fa82d26d17e05049,1.0,0.5,True,False
fac8d4eb17dda1f4,1.0,0.5,True,False
faf5a5055675342a,1.0,0.0,True,False
fb929282347e51f7,1.0,0.0,True,False
fba61d948ac424a2,2.0,0.25,True,False
fc0ef0d63ac6a111,1.0,0.5,True,False
fc4a4cd5ce73d21e,2.0,0.25,True,False
fc957f9290c35f93,1.0,0.5,True,False
fcad5c8d2d1b819a,1.0,0.0,True,False
fcadfa2dbea901bf,1.0,0.5,True,False
fcae66177668920c,1.0,0.5,True,False
fccec98bb59716d3,,1.0,True,True
fd17b16a28c62025,2.0,0.625,True,False
fd2f6664d4d89ed3,1.0,0.5,True,False
fd901ac787df1f2d,,1.0,True,True
fdb58ef9a852cbdf,1.0,0.5,True,False
fea82713cde5a4ce,1.0,0.5,True,False
febbbb49a55775b1,1.0,0.5,True,False
ff85de9c7d763b5b,,1.0,True,True
ffa41687be23a52f,1.0,0.0,True,False
ffcf7b7269b035e3,1.0,0.5,True,False
